Movie_Title,Year,Rating,Runtime(Mins),main_genre,side_genre,text_data,cluster_id
History of the World: Part I,1981,6.8,92,Comedy," History,  Musical","Comedy  History,  Musical",151
The Good Shepherd,2006,6.7,167,Drama," History,  Thriller","Drama  History,  Thriller",107
K-19: The Widowmaker,2002,6.7,138,Drama," History,  Thriller","Drama  History,  Thriller",107
Anna and the King,1999,6.7,148,Drama," History,  Romance","Drama  History,  Romance",100
The Red Sea Diving Resort,2019,6.6,129,Drama," History,  Thriller","Drama  History,  Thriller",107
Macbeth,2015,6.6,113,Drama," History,  War","Drama  History,  War",118
The Monuments Men,2014,6.1,118,Comedy," Drama,  History","Comedy  Drama,  History",10
World Trade Center,2006,6.0,129,Drama," History,  Thriller","Drama  History,  Thriller",107
Serena,2014,5.4,109,Drama," History,  Romance","Drama  History,  Romance",100
Caligola,1979,5.3,156,Drama, History,Drama  History,100
"10,000 BC",2008,5.1,109,Action," Adventure,  Drama","Action  Adventure,  Drama",24
The Prestige,2006,8.5,130,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
Apocalypse Now,1979,8.5,147,Drama," Mystery,  War","Drama  Mystery,  War",25
Psycho,1960,8.5,109,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Rear Window,1954,8.5,112,Mystery, Thriller,Mystery  Thriller,41
The Lives of Others,2006,8.4,137,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Memento,2000,8.4,113,Mystery, Thriller,Mystery  Thriller,41
Incendies,2010,8.3,131,Drama, Mystery,Drama  Mystery,3
Vertigo,1958,8.3,128,Mystery," Romance,  Thriller","Mystery  Romance,  Thriller",41
Citizen Kane,1941,8.3,119,Drama, Mystery,Drama  Mystery,3
El secreto de sus ojos,2009,8.2,129,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
Shutter Island,2010,8.2,138,Mystery, Thriller,Mystery  Thriller,41
The Father,2020,8.2,97,Drama, Mystery,Drama  Mystery,3
The Sixth Sense,1999,8.2,107,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
The Thing,1982,8.2,109,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
Chinatown,1974,8.2,130,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
The Tashkent Files,2019,8.1,134,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Gone Girl,2014,8.1,149,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Kahaani,2012,8.1,122,Mystery, Thriller,Mystery  Thriller,41
Harry Potter and the Deathly Hallows: Part 2,2011,8.1,130,Adventure," Family,  Fantasy","Adventure  Family,  Fantasy",90
Trois couleurs: Rouge,1994,8.1,99,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
The Third Man,1949,8.1,104,Film-Noir," Mystery,  Thriller","Film-Noir  Mystery,  Thriller",176
Rebecca,1940,8.1,130,Drama," Film-Noir,  Mystery","Drama  Film-Noir,  Mystery",138
The Blue Elephant,2014,8.0,170,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Donnie Darko,2001,8.0,113,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
Twelve Monkeys,1995,8.0,129,Mystery," Sci-Fi,  Thriller","Mystery  Sci-Fi,  Thriller",115
Solaris,1972,8.0,167,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
Sleuth,1972,8.0,138,Mystery, Thriller,Mystery  Thriller,41
Anatomy of a Murder,1959,8.0,161,Drama, Mystery,Drama  Mystery,3
Das Cabinet des Dr. Caligari,1920,8.0,76,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Arrival,2016,7.9,116,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
Darbareye Elly,2009,7.9,119,Drama, Mystery,Drama  Mystery,3
The Man from Earth,2007,7.9,87,Drama," Fantasy,  Mystery","Drama  Fantasy,  Mystery",66
Harry Potter and the Prisoner of Azkaban,2004,7.9,142,Adventure," Family,  Fantasy","Adventure  Family,  Fantasy",90
Hable con ella,2002,7.9,112,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
Mulholland Dr.,2001,7.9,147,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Trois couleurs: Bleu,1993,7.9,94,Drama," Music,  Mystery","Drama  Music,  Mystery",3
In the Heat of the Night,1967,7.9,110,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Charade,1963,7.9,113,Comedy," Mystery,  Romance","Comedy  Mystery,  Romance",17
In a Lonely Place,1950,7.9,94,Drama," Film-Noir,  Mystery","Drama  Film-Noir,  Mystery",138
Laura,1944,7.9,88,Drama," Film-Noir,  Mystery","Drama  Film-Noir,  Mystery",138
The Thin Man,1934,7.9,91,Comedy, Mystery,Comedy  Mystery,127
Moon,2009,7.8,97,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
Das weiße Band - Eine deutsche Kindergeschichte,2009,7.8,144,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Atonement,2007,7.8,123,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
The Conversation,1974,7.8,113,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
L'avventura,1960,7.8,144,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
The Lady Vanishes,1938,7.8,96,Mystery, Thriller,Mystery  Thriller,41
Get Out,2017,7.7,104,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Le passé,2013,7.7,130,Drama, Mystery,Drama  Mystery,3
Harry Potter and the Deathly Hallows: Part 1,2010,7.7,146,Adventure," Family,  Fantasy","Adventure  Family,  Fantasy",90
Harry Potter and the Goblet of Fire,2005,7.7,157,Adventure," Family,  Fantasy","Adventure  Family,  Fantasy",90
Abre los ojos,1997,7.7,119,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
The Game,1997,7.7,129,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
La double vie de Véronique,1991,7.7,98,Drama," Fantasy,  Music","Drama  Fantasy,  Music",164
Spoorloos,1988,7.7,107,Mystery, Thriller,Mystery  Thriller,41
Searching,2018,7.6,102,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
La piel que habito,2011,7.6,120,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Illusionist,2006,7.6,110,Drama," Fantasy,  Mystery","Drama  Fantasy,  Mystery",66
Saw,2004,7.6,103,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Un long dimanche de fiançailles,2004,7.6,133,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
The Others,2001,7.6,101,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Le violon rouge,1998,7.6,130,Drama," Music,  Mystery","Drama  Music,  Mystery",3
Dark City,1998,7.6,100,Fantasy," Mystery,  Sci-Fi","Fantasy  Mystery,  Sci-Fi",73
Lost Highway,1997,7.6,134,Mystery, Thriller,Mystery  Thriller,41
The Birds,1963,7.6,119,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Beoning,2018,7.5,148,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Teströl és lélekröl,2017,7.5,116,Drama," Fantasy,  Mystery","Drama  Fantasy,  Mystery",66
The Conjuring,2013,7.5,112,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
We Need to Talk About Kevin,2011,7.5,112,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Hugo,2011,7.5,126,Adventure," Drama,  Family","Adventure  Drama,  Family",111
Doubt,2008,7.5,104,Drama, Mystery,Drama  Mystery,3
Eyes Wide Shut,1999,7.5,159,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
The Devil's Advocate,1997,7.5,144,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Contact,1997,7.5,150,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
The Abyss,1989,7.5,140,Adventure," Drama,  Mystery","Adventure  Drama,  Mystery",55
The Omen,1976,7.5,111,Horror, Mystery,Horror  Mystery,43
Profondo rosso,1975,7.5,127,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
The Wicker Man,1973,7.5,88,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Blow-Up,1966,7.5,111,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Spellbound,1945,7.5,111,Film-Noir," Mystery,  Romance","Film-Noir  Mystery,  Romance",176
Palm Springs,2020,7.4,90,Comedy," Fantasy,  Mystery","Comedy  Fantasy,  Mystery",85
The Lighthouse,2019,7.4,109,Drama," Fantasy,  Horror","Drama  Fantasy,  Horror",52
Gi-eok-ui bam,2017,7.4,108,Mystery, Thriller,Mystery  Thriller,41
Durante la tormenta,2018,7.4,128,Drama," Fantasy,  Mystery","Drama  Fantasy,  Mystery",66
Gokseong,2016,7.4,156,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Remember,2015,7.4,94,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Dans la maison,2012,7.4,105,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Cloud Atlas,2012,7.4,172,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
[Rec],2007,7.4,78,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Bhool Bhulaiyaa,2007,7.4,159,Comedy," Horror,  Mystery","Comedy  Horror,  Mystery",170
El orfanato,2007,7.4,105,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Constant Gardener,2005,7.4,129,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
Harry Potter and the Chamber of Secrets,2002,7.4,161,Adventure," Family,  Fantasy","Adventure  Family,  Fantasy",90
K-PAX,2001,7.4,120,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
Scream,1996,7.4,111,Horror, Mystery,Horror  Mystery,43
Jacob's Ladder,1990,7.4,113,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Carrie,1976,7.4,98,Horror, Mystery,Horror  Mystery,43
Picnic at Hanging Rock,1975,7.4,115,Drama, Mystery,Drama  Mystery,3
A Shot in the Dark,1964,7.4,102,Comedy, Mystery,Comedy  Mystery,127
To Catch a Thief,1955,7.4,106,Mystery," Romance,  Thriller","Mystery  Romance,  Thriller",41
Hereditary,2018,7.3,127,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Conjuring 2,2016,7.3,134,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
I Origins,2014,7.3,106,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
La cara oculta,2011,7.3,97,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Caché,2005,7.3,117,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Identity,2003,7.3,90,Mystery, Thriller,Mystery  Thriller,41
Unbreakable,2000,7.3,106,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
Sleepy Hollow,1999,7.3,105,Fantasy," Horror,  Mystery","Fantasy  Horror,  Mystery",135
Pi,1998,7.3,84,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Death and the Maiden,1994,7.3,103,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Manhattan Murder Mystery,1993,7.3,104,Comedy, Mystery,Comedy  Mystery,127
Suspicion,1941,7.3,99,Film-Noir," Mystery,  Thriller","Film-Noir  Mystery,  Thriller",176
Coherence,2013,7.2,89,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
10 Cloverfield Lane,2016,7.2,103,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Fountain,2006,7.2,97,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
Broken Flowers,2005,7.2,106,Comedy," Drama,  Mystery","Comedy  Drama,  Mystery",162
Gosford Park,2001,7.2,137,Comedy," Drama,  Mystery","Comedy  Drama,  Mystery",162
Insomnia,2002,7.2,118,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Ringu,1998,7.2,96,Horror, Mystery,Horror  Mystery,43
Cube,1997,7.2,90,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Twin Peaks: Fire Walk with Me,1992,7.2,134,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Angel Heart,1987,7.2,113,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
The Changeling,1980,7.2,107,Horror, Mystery,Horror  Mystery,43
Don't Look Now,1973,7.2,110,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Andromeda Strain,1971,7.2,131,Mystery," Sci-Fi,  Thriller","Mystery  Sci-Fi,  Thriller",115
The Wolf Man,1941,7.2,70,Horror," Mystery,  Romance","Horror  Mystery,  Romance",43
Last Night in Soho,2021,7.1,116,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Black Mirror: Bandersnatch,2018,7.1,90,Drama," Fantasy,  Mystery","Drama  Fantasy,  Mystery",66
Where the Crawdads Sing,2022,7.1,125,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Midsommar,2019,7.1,148,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
First Reformed,2017,7.1,113,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Julieta,2016,7.1,99,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
Winter's Bone,2010,7.1,100,Drama, Mystery,Drama  Mystery,3
Let Me In,2010,7.1,116,Drama," Fantasy,  Horror","Drama  Fantasy,  Horror",52
The Invisible Man,2020,7.1,124,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Tragedy of Macbeth,2021,7.1,105,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Los cronocrímenes,2007,7.1,92,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
The Jacket,2005,7.1,103,Drama," Fantasy,  Mystery","Drama  Fantasy,  Mystery",66
"Janghwa, Hongryeon",2003,7.1,114,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Ring,2002,7.1,115,Horror, Mystery,Horror  Mystery,43
Ôdishon,1999,7.1,115,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
In the Mouth of Madness,1994,7.1,95,Drama," Fantasy,  Horror","Drama  Fantasy,  Horror",52
Black Christmas,1974,7.1,98,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Carnival of Souls,1962,7.1,78,Horror, Mystery,Horror  Mystery,43
Thelma,2017,7.0,116,Drama," Fantasy,  Horror","Drama  Fantasy,  Horror",52
The Killing of a Sacred Deer,2017,7.0,121,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Gift,2015,7.0,108,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
The Words,2012,7.0,102,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
Buried,2010,7.0,95,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Prometheus,2012,7.0,124,Adventure," Mystery,  Sci-Fi","Adventure  Mystery,  Sci-Fi",174
Tinker Tailor Soldier Spy,2011,7.0,127,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
The Cabin in the Woods,2011,7.0,95,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Orphan,2009,7.0,123,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Shutter,2004,7.0,97,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Holes,2003,7.0,117,Adventure," Comedy,  Drama","Adventure  Comedy,  Drama",75
The Thirteenth Floor,1999,7.0,100,Mystery," Sci-Fi,  Thriller","Mystery  Sci-Fi,  Thriller",115
The X Files,1998,7.0,121,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
Basic Instinct,1992,7.0,127,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
The Boys from Brazil,1978,7.0,125,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
"Alphaville, une étrange aventure de Lemmy Caution",1965,7.0,99,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
The Trouble with Harry,1955,7.0,99,Comedy, Mystery,Comedy  Mystery,127
Tully,2018,6.9,95,Comedy," Drama,  Mystery","Comedy  Drama,  Mystery",162
The VVitch: A New-England Folktale,2015,6.9,92,Drama," Fantasy,  Horror","Drama  Fantasy,  Horror",52
Enemy,2013,6.9,91,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Triangle,2009,6.9,99,Fantasy," Mystery,  Sci-Fi","Fantasy  Mystery,  Sci-Fi",73
Pig,2021,6.9,92,Drama, Mystery,Drama  Mystery,3
Nope,2022,6.9,130,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
Extremely Loud & Incredibly Close,2011,6.9,129,Adventure," Drama,  Mystery","Adventure  Drama,  Mystery",55
Wicker Park,2004,6.9,114,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
Vanilla Sky,2001,6.9,136,Fantasy," Mystery,  Romance","Fantasy  Mystery,  Romance",72
Hearts in Atlantis,2001,6.9,101,Drama, Mystery,Drama  Mystery,3
Stir of Echoes,1999,6.9,99,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Presumed Innocent,1990,6.9,127,Mystery, Thriller,Mystery  Thriller,41
Us,2019,6.8,116,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
The Autopsy of Jane Doe,2016,6.8,86,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
It Follows,2014,6.8,100,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Mr. Holmes,2015,6.8,104,Drama, Mystery,Drama  Mystery,3
Annihilation,2018,6.8,115,Adventure," Drama,  Horror","Adventure  Drama,  Horror",150
The Babadook,2014,6.8,94,Horror, Mystery,Horror  Mystery,43
Sinister,2012,6.8,110,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Eliza Graves,2014,6.8,112,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Odd Thomas,2013,6.8,100,Comedy," Fantasy,  Horror","Comedy  Fantasy,  Horror",74
Insidious,2010,6.8,103,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Martha Marcy May Marlene,2011,6.8,102,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
The Imaginarium of Doctor Parnassus,2009,6.8,123,Adventure," Comedy,  Fantasy","Adventure  Comedy,  Fantasy",98
Inland Empire,2006,6.8,180,Drama," Fantasy,  Mystery","Drama  Fantasy,  Mystery",66
1408,2007,6.8,104,Fantasy," Horror,  Mystery","Fantasy  Horror,  Mystery",135
Signs,2002,6.8,106,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
Spider,2002,6.8,98,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
eXistenZ,1999,6.8,97,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
The Firm,1993,6.8,154,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
The Witches,1990,6.8,91,Adventure," Comedy,  Family","Adventure  Comedy,  Family",45
The 'Burbs,1989,6.8,102,Comedy," Mystery,  Thriller","Comedy  Mystery,  Thriller",41
Fear Street: 1978,2021,6.7,109,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Freaks,2018,6.7,105,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
Run,2020,6.7,90,Mystery, Thriller,Mystery  Thriller,41
Saint Maud,2019,6.7,84,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Vast of Night,2019,6.7,91,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
I Am Mother,2019,6.7,113,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
Summer of 84,2018,6.7,105,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Housebound,2014,6.7,107,Comedy," Horror,  Mystery","Comedy  Horror,  Mystery",170
"Ich seh, Ich seh",2014,6.7,99,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Los ojos de Julia,2010,6.7,118,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Suspiria,2018,6.7,152,Drama," Fantasy,  Horror","Drama  Fantasy,  Horror",52
Proof,2005,6.7,100,Drama, Mystery,Drama  Mystery,3
Stay,2005,6.7,99,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Gin gwai,2002,6.7,99,Drama," Fantasy,  Horror","Drama  Fantasy,  Horror",52
Honogurai mizu no soko kara,2002,6.7,101,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Cypher,2002,6.7,95,Mystery," Sci-Fi,  Thriller","Mystery  Sci-Fi,  Thriller",115
The Gift,2000,6.7,112,Drama," Fantasy,  Horror","Drama  Fantasy,  Horror",52
The Ninth Gate,1999,6.7,133,Mystery, Thriller,Mystery  Thriller,41
From Hell,2001,6.7,122,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Return to Oz,1985,6.7,113,Adventure," Family,  Fantasy","Adventure  Family,  Fantasy",90
The Quiet Earth,1985,6.7,91,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
2010: The Year We Make Contact,1984,6.7,116,Adventure," Mystery,  Sci-Fi","Adventure  Mystery,  Sci-Fi",174
Fear Street: 1666,2021,6.6,114,Horror, Mystery,Horror  Mystery,43
Marrowbone,2017,6.6,110,Adventure," Drama,  Horror","Adventure  Drama,  Horror",150
Happy Death Day,2017,6.6,96,Comedy," Horror,  Mystery","Comedy  Horror,  Mystery",170
Mother!,2017,6.6,121,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Bird Box,2018,6.6,124,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
Midnight Special,2016,6.6,112,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
The Invitation,2015,6.6,100,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
X,2022,6.6,105,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Saw II,2005,6.6,93,Horror, Mystery,Horror  Mystery,43
The Da Vinci Code,2006,6.6,149,Mystery, Thriller,Mystery  Thriller,41
The Village,2004,6.6,108,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
The Manchurian Candidate,2004,6.6,129,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
What Lies Beneath,2000,6.6,130,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Powder,1995,6.6,111,Drama," Fantasy,  Mystery","Drama  Fantasy,  Mystery",66
Copycat,1995,6.6,123,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
The Night House,2020,6.5,107,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Possessor,2020,6.5,103,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
Annabelle: Creation,2017,6.5,109,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
The Endless,2017,6.5,111,Drama," Fantasy,  Horror","Drama  Fantasy,  Horror",52
Ad Astra,2019,6.5,123,Adventure," Drama,  Mystery","Adventure  Drama,  Mystery",55
Crimson Peak,2015,6.5,119,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Oculus,2013,6.5,104,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Insidious: Chapter 2,2013,6.5,106,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
The Double,2013,6.5,93,Comedy," Drama,  Mystery","Comedy  Drama,  Mystery",162
Host,2020,6.5,57,Horror, Mystery,Horror  Mystery,43
A Perfect Getaway,2009,6.5,98,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Blindness,2008,6.5,121,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
The Skeleton Key,2005,6.5,104,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Silent Hill,2006,6.5,125,Horror, Mystery,Horror  Mystery,43
Secret Window,2004,6.5,96,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Dead End,2003,6.5,85,Adventure," Horror,  Mystery","Adventure  Horror,  Mystery",43
The Blair Witch Project,1999,6.5,81,Horror, Mystery,Horror  Mystery,43
The Faculty,1998,6.5,104,Horror," Mystery,  Sci-Fi","Horror  Mystery,  Sci-Fi",28
Stealing Beauty,1996,6.5,118,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
The Exorcist III,1990,6.5,110,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Unsane,2018,6.4,98,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Ghostland,2018,6.4,91,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
A Cure for Wellness,2016,6.4,146,Drama," Fantasy,  Horror","Drama  Fantasy,  Horror",52
Luckiest Girl Alive,2022,6.4,113,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
White Bird in a Blizzard,2014,6.4,91,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Europa Report,2013,6.4,97,Adventure," Drama,  Mystery","Adventure  Drama,  Mystery",55
Before I Fall,2017,6.4,98,Drama," Fantasy,  Mystery","Drama  Fantasy,  Mystery",66
The Awakening,2011,6.4,102,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
The Lucky One,2012,6.4,101,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
Chehre,2021,6.4,139,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Alice in Wonderland,2010,6.4,108,Adventure," Family,  Fantasy","Adventure  Family,  Fantasy",90
The Mothman Prophecies,2002,6.4,119,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Session 9,2001,6.4,100,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Wes Craven's New Nightmare,1994,6.4,112,Fantasy," Horror,  Mystery","Fantasy  Horror,  Mystery",135
The People Under the Stairs,1991,6.4,102,Comedy," Horror,  Mystery","Comedy  Horror,  Mystery",170
Friday the 13th,1980,6.4,95,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Star Trek: The Motion Picture - The Director's Edition,1979,6.4,143,Adventure," Mystery,  Sci-Fi","Adventure  Mystery,  Sci-Fi",174
The Conjuring: The Devil Made Me Do It,2021,6.3,112,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Apostle,2018,6.3,130,Drama," Fantasy,  Horror","Drama  Fantasy,  Horror",52
The Ritual,2017,6.3,94,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Lights Out,2016,6.3,81,Horror, Mystery,Horror  Mystery,43
Paper Towns,2015,6.3,109,Adventure," Comedy,  Drama","Adventure  Comedy,  Drama",75
Project Almanac,2015,6.3,106,Drama," Mystery,  Sci-Fi","Drama  Mystery,  Sci-Fi",73
The Loft,2014,6.3,108,Mystery," Romance,  Thriller","Mystery  Romance,  Thriller",41
While We're Young,2014,6.3,97,Comedy," Drama,  Mystery","Comedy  Drama,  Mystery",162
Before I Go to Sleep,2014,6.3,92,Drama," Mystery,  Thriller","Drama  Mystery,  Thriller",38
Under the Skin,2013,6.3,108,Drama," Horror,  Mystery","Drama  Horror,  Mystery",23
Devil,2010,6.3,80,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Paranormal Activity,2007,6.3,86,Horror, Mystery,Horror  Mystery,43
The House of the Devil,2009,6.3,95,Horror, Mystery,Horror  Mystery,43
Scream,2022,6.3,114,Horror," Mystery,  Thriller","Horror  Mystery,  Thriller",15
Dear John,2010,6.3,108,Drama," Mystery,  Romance","Drama  Mystery,  Romance",95
The Uninvited,2009,6.3,87,Drama," Fantasy,  Horror","Drama  Fantasy,  Horror",52
