Movie_Title,Year,Rating,Runtime(Mins),main_genre,side_genre,text_data,cluster_id
Kantara,2022,9.3,148,Action," Adventure,  Drama","Action  Adventure,  Drama",24
The Dark Knight,2008,9.0,152,Action," Crime,  Drama","Action  Crime,  Drama",5
The Lord of the Rings: The Return of the King,2003,9.0,201,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Inception,2010,8.8,148,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
The Lord of the Rings: The Two Towers,2002,8.8,179,Action," Adventure,  Drama","Action  Adventure,  Drama",24
The Lord of the Rings: The Fellowship of the Ring,2001,8.8,178,Action," Adventure,  Drama","Action  Adventure,  Drama",24
The Matrix,1999,8.7,136,Action, Sci-Fi,Action  Sci-Fi,6
The Empire Strikes Back,1980,8.7,124,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Terminator 2: Judgment Day,1991,8.6,137,Action, Sci-Fi,Action  Sci-Fi,6
Star Wars,1977,8.6,121,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Seppuku,1962,8.6,133,Action," Drama,  Mystery","Action  Drama,  Mystery",129
Shichinin no samurai,1954,8.6,207,Action, Drama,Action  Drama,63
Kaithi,2019,8.5,145,Action," Adventure,  Crime","Action  Adventure,  Crime",46
Asuran,2019,8.5,141,Action, Drama,Action  Drama,63
Sita Ramam,2022,8.5,163,Action," Drama,  Mystery","Action  Drama,  Mystery",129
Gladiator,2000,8.5,155,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Léon,1994,8.5,110,Action," Crime,  Drama","Action  Crime,  Drama",5
Vikram,2022,8.4,175,Action, Thriller,Action  Thriller,48
Spider-Man: Into the Spider-Verse,2018,8.4,117,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Avengers: Endgame,2019,8.4,181,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Avengers: Infinity War,2018,8.4,149,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Top Gun: Maverick,2022,8.4,130,Action, Drama,Action  Drama,63
The Dark Knight Rises,2012,8.4,164,Action, Drama,Action  Drama,63
K.G.F: Chapter 2,2022,8.4,168,Action," Crime,  Drama","Action  Crime,  Drama",5
Shershaah,2021,8.4,135,Action," Biography,  Drama","Action  Biography,  Drama",59
Oldeuboi,2003,8.4,101,Action," Drama,  Mystery","Action  Drama,  Mystery",129
Mononoke-hime,1997,8.4,134,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Aliens,1986,8.4,137,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Raiders of the Lost Ark,1981,8.4,115,Action, Adventure,Action  Adventure,50
Vikram Vedha,2017,8.3,147,Action," Crime,  Drama","Action  Crime,  Drama",5
Dangal,2016,8.3,161,Action," Biography,  Drama","Action  Biography,  Drama",59
Spider-Man: No Way Home,2021,8.3,148,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Heat,1995,8.3,170,Action," Crime,  Drama","Action  Crime,  Drama",5
Star Wars: Episode VI - Return of the Jedi,1983,8.3,131,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
North by Northwest,1959,8.3,136,Action," Adventure,  Mystery","Action  Adventure,  Mystery",62
Major,2022,8.2,150,Action," Biography,  Drama","Action  Biography,  Drama",59
1917,2019,8.2,119,Action," Drama,  War","Action  Drama,  War",101
Uri: The Surgical Strike,2019,8.2,138,Action," Drama,  History","Action  Drama,  History",22
K.G.F: Chapter 1,2018,8.2,156,Action," Crime,  Drama","Action  Crime,  Drama",5
Dag II,2016,8.2,135,Action," Drama,  War","Action  Drama,  War",101
Baahubali 2: The Conclusion,2017,8.2,167,Action, Drama,Action  Drama,63
Gangs of Wasseypur,2012,8.2,321,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Paan Singh Tomar,2012,8.2,135,Action," Biography,  Crime","Action  Biography,  Crime",121
Warrior,2011,8.2,140,Action," Drama,  Sport","Action  Drama,  Sport",137
Kimetsu no Yaiba: Mugen Ressha-Hen,2020,8.2,117,Animation," Action,  Adventure","Animation  Action,  Adventure",42
V for Vendetta,2005,8.2,132,Action," Drama,  Sci-Fi","Action  Drama,  Sci-Fi",68
Batman Begins,2005,8.2,140,Action," Crime,  Drama","Action  Crime,  Drama",5
Kill Bill: Vol. 1,2003,8.2,111,Action," Crime,  Drama","Action  Crime,  Drama",5
"Lock, Stock and Two Smoking Barrels",1998,8.2,107,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Jurassic Park,1993,8.2,127,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Indiana Jones and the Last Crusade,1989,8.2,127,Action, Adventure,Action  Adventure,50
Die Hard,1988,8.2,132,Action, Thriller,Action  Thriller,48
Ran,1985,8.2,162,Action," Drama,  War","Action  Drama,  War",101
Yôjinbô,1961,8.2,110,Action," Drama,  Thriller","Action  Drama,  Thriller",30
The General,1926,8.2,67,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Sherlock Jr.,1924,8.2,45,Action," Comedy,  Romance","Action  Comedy,  Romance",134
Everything Everywhere All at Once,2022,8.1,139,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Bajrangi Bhaijaan,2015,8.1,163,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Logan,2017,8.1,137,Action," Drama,  Sci-Fi","Action  Drama,  Sci-Fi",68
Rush,2013,8.1,123,Action," Biography,  Drama","Action  Biography,  Drama",59
Ford v Ferrari,2019,8.1,152,Action," Biography,  Drama","Action  Biography,  Drama",59
Mad Max: Fury Road,2015,8.1,120,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
A Wednesday,2008,8.1,104,Action," Crime,  Drama","Action  Crime,  Drama",5
How to Train Your Dragon,2010,8.1,98,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Pirates of the Caribbean: The Curse of the Black Pearl,2003,8.1,143,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Hera Pheri,2000,8.1,156,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Sarfarosh,1999,8.1,174,Action," Drama,  Thriller","Action  Drama,  Thriller",30
The Iron Giant,1999,8.1,86,Animation," Action,  Adventure","Animation  Action,  Adventure",42
The Terminator,1984,8.1,107,Action, Sci-Fi,Action  Sci-Fi,6
Blade Runner,1982,8.1,117,Action," Drama,  Sci-Fi","Action  Drama,  Sci-Fi",68
Sholay,1975,8.1,204,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Kakushi-toride no san-akunin,1958,8.1,139,Action," Adventure,  Drama","Action  Adventure,  Drama",24
White Heat,1949,8.1,114,Action," Crime,  Drama","Action  Crime,  Drama",5
RRR (Rise Roar Revolt),2022,8.0,187,Action, Drama,Action  Drama,63
Arjun Reddy,2017,8.0,182,Action," Drama,  Romance","Action  Drama,  Romance",140
Kaththi,2014,8.0,166,Action, Drama,Action  Drama,63
Haider,2014,8.0,160,Action," Crime,  Drama","Action  Crime,  Drama",5
Bãhubali: The Beginning,2015,8.0,159,Action, Drama,Action  Drama,63
1 - Nenokkadine,2014,8.0,170,Action, Thriller,Action  Thriller,48
Thuppakki,2012,8.0,165,Action, Thriller,Action  Thriller,48
Guardians of the Galaxy,2014,8.0,121,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Blade Runner 2049,2017,8.0,164,Action," Drama,  Mystery","Action  Drama,  Mystery",129
The Revenant,2015,8.0,156,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Tropa de Elite 2: O Inimigo Agora é Outro,2010,8.0,115,Action," Crime,  Drama","Action  Crime,  Drama",5
Deadpool,2016,8.0,108,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Karthikeya 2,2022,8.0,150,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Zack Snyder's Justice League,2021,8.0,242,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Ip Man,2008,8.0,106,Action," Biography,  Drama","Action  Biography,  Drama",59
Nefes: Vatan Sagolsun,2009,8.0,128,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Dune: Part One,2021,8.0,155,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Tropa de Elite,2007,8.0,115,Action," Crime,  Drama","Action  Crime,  Drama",5
The Avengers,2012,8.0,143,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
The Bourne Ultimatum,2007,8.0,115,Action," Mystery,  Thriller","Action  Mystery,  Thriller",2
Taegukgi hwinalrimyeo,2004,8.0,140,Action," Drama,  War","Action  Drama,  War",101
Casino Royale,2006,8.0,144,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Kill Bill: Vol. 2,2004,8.0,137,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Mou gaan dou,2002,8.0,101,Action," Crime,  Drama","Action  Crime,  Drama",5
The Incredibles,2004,8.0,115,Animation," Action,  Adventure","Animation  Action,  Adventure",42
"Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",1997,8.0,87,Animation," Action,  Drama","Animation  Action,  Drama",63
Andaz Apna Apna,1994,8.0,160,Action," Comedy,  Romance","Action  Comedy,  Romance",134
Akira,1988,8.0,124,Animation," Action,  Drama","Animation  Action,  Drama",63
Sanjuro,1962,8.0,96,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Minnal Murali,2021,7.9,158,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Airlift,2016,7.9,130,Action," Drama,  History","Action  Drama,  History",22
Baby,2015,7.9,159,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Thor: Ragnarok,2017,7.9,130,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Serbuan maut 2: Berandal,2014,7.9,150,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Vishwaroopam,2013,7.9,148,Action, Thriller,Action  Thriller,48
X-Men: Days of Future Past,2014,7.9,132,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
The Batman,2022,7.9,176,Action," Crime,  Drama","Action  Crime,  Drama",5
Edge of Tomorrow,2014,7.9,113,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
District 9,2009,7.9,112,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
Star Trek,2009,7.9,127,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Letters from Iwo Jima,2006,7.9,141,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Iron Man,2008,7.9,126,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Ying xiong,2002,7.9,120,Action," Adventure,  Drama","Action  Adventure,  Drama",24
The Bourne Identity,2002,7.9,119,Action," Mystery,  Thriller","Action  Mystery,  Thriller",2
Children of Men,2006,7.9,109,Action," Drama,  Sci-Fi","Action  Drama,  Sci-Fi",68
Wo hu cang long,2000,7.9,120,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Knockin' on Heaven's Door,1997,7.9,87,Action," Crime,  Comedy","Action  Crime,  Comedy",29
Kôkaku Kidôtai,1995,7.9,83,Animation," Action,  Crime","Animation  Action,  Crime",179
The Blues Brothers,1980,7.9,133,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
The Wild Bunch,1969,7.9,145,Action," Adventure,  Western","Action  Adventure,  Western",50
Per un pugno di dollari,1964,7.9,99,Action," Drama,  Western","Action  Drama,  Western",63
The Adventures of Robin Hood,1938,7.9,102,Action," Adventure,  Romance","Action  Adventure,  Romance",50
The Gentlemen,2019,7.8,113,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Doragon bôru chô: Burorî,2018,7.8,100,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Dunkirk,2017,7.8,106,Action," Drama,  History","Action  Drama,  History",22
Rogue One,2016,7.8,133,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Captain America: Civil War,2016,7.8,147,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Star Wars: Episode VII - The Force Awakens,2015,7.8,138,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Big Hero 6,2014,7.8,102,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Captain America: The Winter Soldier,2014,7.8,136,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
How to Train Your Dragon 2,2014,7.8,102,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Ang-ma-reul bo-at-da,2010,7.8,144,Action," Crime,  Drama","Action  Crime,  Drama",5
Captain Phillips,2013,7.8,134,Action," Biography,  Crime","Action  Biography,  Crime",121
Thirteen Lives,2022,7.8,147,Action," Adventure,  Biography","Action  Adventure,  Biography",123
Chugyeokja,2008,7.8,125,Action," Crime,  Drama","Action  Crime,  Drama",5
Skyfall,2012,7.8,143,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
The Fighter,2010,7.8,116,Action," Biography,  Drama","Action  Biography,  Drama",59
Taken,2008,7.8,90,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Drive,2011,7.8,100,Action, Drama,Action  Drama,63
Avatar,2009,7.8,162,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Apocalypto,2006,7.8,139,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Hot Fuzz,2007,7.8,121,Action," Comedy,  Mystery","Action  Comedy,  Mystery",4
Serenity,2005,7.8,119,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
The Last Samurai,2003,7.8,154,Action, Drama,Action  Drama,63
Cowboy Bebop: Tengoku no tobira,2001,7.8,115,Animation," Action,  Crime","Animation  Action,  Crime",179
Gongdong gyeongbi guyeok JSA,2000,7.8,110,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Jûbê ninpûchô,1993,7.8,94,Animation," Action,  Adventure","Animation  Action,  Adventure",42
The Fugitive,1993,7.8,130,Action," Crime,  Drama","Action  Crime,  Drama",5
Batman: Mask of the Phantasm,1993,7.8,76,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Dip huet seung hung,1989,7.8,111,Action," Crime,  Drama","Action  Crime,  Drama",5
Predator,1987,7.8,107,Action," Adventure,  Horror","Action  Adventure,  Horror",110
Ghostbusters,1984,7.8,105,Action," Comedy,  Fantasy","Action  Comedy,  Fantasy",91
"Aguirre, der Zorn Gottes",1972,7.8,95,Action," Adventure,  Biography","Action  Adventure,  Biography",123
Raazi,2018,7.7,138,Action," Drama,  Thriller","Action  Drama,  Thriller",30
Deadpool 2,2018,7.7,119,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Mission: Impossible - Fallout,2018,7.7,147,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Udta Punjab,2016,7.7,148,Action," Crime,  Drama","Action  Crime,  Drama",5
Kubo and the Two Strings,2016,7.7,101,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Kingsman: The Secret Service,2014,7.7,129,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Ajeossi,2010,7.7,119,Action," Crime,  Drama","Action  Crime,  Drama",5
The Lego Movie,2014,7.7,100,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Star Trek Into Darkness,2013,7.7,132,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
X: First Class,2011,7.7,131,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
3:10 to Yuma,2007,7.7,122,Action," Crime,  Drama","Action  Crime,  Drama",5
Kung fu,2004,7.7,99,Action," Comedy,  Fantasy","Action  Comedy,  Fantasy",91
The Bourne Supremacy,2004,7.7,108,Action," Mystery,  Thriller","Action  Mystery,  Thriller",2
Man on Fire,2004,7.7,146,Action," Crime,  Drama","Action  Crime,  Drama",5
Black Hawk Down,2001,7.7,144,Action," Drama,  History","Action  Drama,  History",22
The Count of Monte Cristo,2002,7.7,131,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Minority Report,2002,7.7,145,Action," Crime,  Mystery","Action  Crime,  Mystery",124
The Boondock Saints,1999,7.7,108,Action, Thriller,Action  Thriller,48
Training Day,2001,7.7,122,Action," Crime,  Drama","Action  Crime,  Drama",5
Lola rennt,1998,7.7,81,Action," Crime,  Thriller","Action  Crime,  Thriller",12
The Last of the Mohicans,1992,7.7,112,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Lat sau san taam,1992,7.7,128,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Star Trek II: The Wrath of Khan,1982,7.7,113,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
First Blood,1982,7.7,93,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Badlands,1973,7.7,94,Action," Crime,  Drama","Action  Crime,  Drama",5
The French Connection,1971,7.7,104,Action," Crime,  Drama","Action  Crime,  Drama",5
Dirty Harry,1971,7.7,102,Action," Crime,  Thriller","Action  Crime,  Thriller",12
The Dirty Dozen,1967,7.7,150,Action," Adventure,  War","Action  Adventure,  War",50
Bonnie and Clyde,1967,7.7,111,Action," Biography,  Crime","Action  Biography,  Crime",121
Goldfinger,1964,7.7,110,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
The Longest Day,1962,7.7,178,Action," Drama,  History","Action  Drama,  History",22
The Magnificent Seven,1960,7.7,128,Action," Adventure,  Western","Action  Adventure,  Western",50
Key Largo,1948,7.7,100,Action," Crime,  Drama","Action  Crime,  Drama",5
Scarface,1932,7.7,93,Action," Crime,  Drama","Action  Crime,  Drama",5
Pushpa: The Rise - Part 1,2021,7.6,179,Action," Adventure,  Crime","Action  Adventure,  Crime",46
Ölümlü Dünya,2018,7.6,107,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Ludo,2020,7.6,149,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Busanhaeng,2016,7.6,118,Action," Horror,  Thriller","Action  Horror,  Thriller",171
Hotel Mumbai,2018,7.6,123,Action," Drama,  History","Action  Drama,  History",22
Guardians of the Galaxy Vol. 2,2017,7.6,136,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
Baby Driver,2017,7.6,113,Action," Crime,  Drama","Action  Crime,  Drama",5
Only the Brave,2017,7.6,134,Action," Biography,  Drama","Action  Biography,  Drama",59
Incredibles 2,2018,7.6,118,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Sicario,2015,7.6,121,Action," Crime,  Drama","Action  Crime,  Drama",5
Creed,2015,7.6,133,Action," Drama,  Sport","Action  Drama,  Sport",137
Dawn of the Planet of the Apes,2014,7.6,130,Action," Adventure,  Drama","Action  Adventure,  Drama",24
El cuerpo,2012,7.6,112,Action," Crime,  Drama","Action  Crime,  Drama",5
Serbuan maut,2011,7.6,101,Action," Crime,  Thriller","Action  Crime,  Thriller",12
End of Watch,2012,7.6,109,Action," Adventure,  Crime","Action  Adventure,  Crime",46
Rise of the Planet of the Apes,2011,7.6,105,Action," Drama,  Sci-Fi","Action  Drama,  Sci-Fi",68
Kick-Ass,2010,7.6,117,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Celda 211,2009,7.6,113,Action," Crime,  Drama","Action  Crime,  Drama",5
Zombieland,2009,7.6,88,Action," Comedy,  Horror","Action  Comedy,  Horror",122
Sherlock Holmes,2009,7.6,128,Action," Adventure,  Mystery","Action  Adventure,  Mystery",62
United 93,2006,7.6,111,Action," Drama,  History","Action  Drama,  History",22
Huo Yuan Jia,2006,7.6,104,Action," Biography,  Drama","Action  Biography,  Drama",59
Kung Fu Panda,2008,7.6,92,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Harry Potter and the Half-Blood Prince,2009,7.6,153,Action," Adventure,  Family","Action  Adventure,  Family",88
300,2006,7.6,117,Action, Drama,Action  Drama,63
Watchmen,2009,7.6,162,Action," Drama,  Mystery","Action  Drama,  Mystery",129
Batoru rowaiaru,2000,7.6,114,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Vampire Hunter D: Bloodlust,2000,7.6,103,Animation," Action,  Drama","Animation  Action,  Drama",63
Enemy at the Gates,2001,7.6,131,Action," Drama,  War","Action  Drama,  War",101
Star Wars: Episode III - Revenge of the Sith,2005,7.6,140,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
The Fifth Element,1997,7.6,126,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Star Trek: First Contact,1996,7.6,111,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Die Hard: With a Vengeance,1995,7.6,128,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Falling Down,1993,7.6,113,Action," Crime,  Drama","Action  Crime,  Drama",5
RoboCop,1987,7.6,102,Action," Crime,  Sci-Fi","Action  Crime,  Sci-Fi",86
Lethal Weapon,1987,7.6,109,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Mad Max 2,1981,7.6,96,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Rupan sansei: Kariosutoro no shiro,1979,7.6,100,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Escape from Alcatraz,1979,7.6,112,Action," Biography,  Crime","Action  Biography,  Crime",121
The Taking of Pelham One Two Three,1974,7.6,104,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Enter the Dragon,1973,7.6,102,Action," Crime,  Drama","Action  Crime,  Drama",5
Where Eagles Dare,1968,7.6,158,Action," Adventure,  War","Action  Adventure,  War",50
Tanhaji: The Unsung Warrior,2020,7.5,135,Action," Biography,  Drama","Action  Biography,  Drama",59
Upgrade,2018,7.5,100,Action," Sci-Fi,  Thriller","Action  Sci-Fi,  Thriller",80
Mersal,2017,7.5,172,Action, Thriller,Action  Thriller,48
Fury,2014,7.5,134,Action," Drama,  War","Action  Drama,  War",101
The Hunger Games: Catching Fire,2013,7.5,146,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Delhi Belly,2011,7.5,103,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Waar,2013,7.5,130,Action," Crime,  Drama","Action  Crime,  Drama",5
Hodejegerne,2011,7.5,100,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Jûsan-nin no shikaku,2010,7.5,141,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Yip Man 2,2010,7.5,108,Action," Biography,  Drama","Action  Biography,  Drama",59
L'instinct de mort,2008,7.5,113,Action," Biography,  Crime","Action  Biography,  Crime",121
Doctor Strange,2016,7.5,115,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Retfærdighedens ryttere,2020,7.5,116,Action," Comedy,  Drama","Action  Comedy,  Drama",104
Lone Survivor,2013,7.5,121,Action," Biography,  Drama","Action  Biography,  Drama",59
Source Code,2011,7.5,93,Action," Drama,  Mystery","Action  Drama,  Mystery",129
Grindhouse,2007,7.5,191,Action," Horror,  Thriller","Action  Horror,  Thriller",171
Dalkomhan insaeng,2005,7.5,119,Action," Crime,  Drama","Action  Crime,  Drama",5
Jodhaa Akbar,2008,7.5,213,Action," Drama,  History","Action  Drama,  History",22
Scott Pilgrim vs. the World,2010,7.5,112,Action," Comedy,  Fantasy","Action  Comedy,  Fantasy",91
Munich,2005,7.5,164,Action," Drama,  History","Action  Drama,  History",22
Shi mian mai fu,2004,7.5,119,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Harry Potter and the Order of the Phoenix,2007,7.5,138,Action," Adventure,  Family","Action  Adventure,  Family",88
Collateral,2004,7.5,120,Action," Crime,  Drama","Action  Crime,  Drama",5
Zatôichi,2003,7.5,116,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Jui kuen II,1994,7.5,102,Action, Comedy,Action  Comedy,4
The Crow,1994,7.5,102,Action," Crime,  Drama","Action  Crime,  Drama",5
Total Recall,1990,7.5,113,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
The Hunt for Red October,1990,7.5,135,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Batman,1989,7.5,126,Action, Adventure,Action  Adventure,50
Midnight Run,1988,7.5,126,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Ging chaat goo si,1985,7.5,100,Action," Comedy,  Crime","Action  Comedy,  Crime",29
Indiana Jones and the Temple of Doom,1984,7.5,118,Action, Adventure,Action  Adventure,50
The Warriors,1979,7.5,93,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Tora! Tora! Tora!,1970,7.5,144,Action," Drama,  History","Action  Drama,  History",22
It's a Mad Mad Mad Mad World,1963,7.5,210,Action," Adventure,  Comedy","Action  Adventure,  Comedy",19
The Guns of Navarone,1961,7.5,158,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Shang-Chi and the Legend of the Ten Rings,2021,7.4,132,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
Nobody,2021,7.4,92,Action," Crime,  Drama","Action  Crime,  Drama",5
Spider-Man: Far from Home,2019,7.4,129,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
John Wick: Chapter 3 - Parabellum,2019,7.4,130,Action," Crime,  Thriller","Action  Crime,  Thriller",12
John Wick: Chapter 2,2017,7.4,122,Action," Crime,  Thriller","Action  Crime,  Thriller",12
The Last Duel,2021,7.4,152,Action," Drama,  History","Action  Drama,  History",22
War for the Planet of the Apes,2017,7.4,140,Action," Adventure,  Drama","Action  Adventure,  Drama",24
John Wick,2014,7.4,101,Action," Crime,  Thriller","Action  Crime,  Thriller",12
Predestination,2014,7.4,97,Action," Drama,  Sci-Fi","Action  Drama,  Sci-Fi",68
How to Train Your Dragon: The Hidden World,2019,7.4,104,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Mission: Impossible - Rogue Nation,2015,7.4,131,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Spider-Man: Homecoming,2017,7.4,133,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Rurôni Kenshin: Meiji kenkaku roman tan,2012,7.4,134,Action," Adventure,  Drama","Action  Adventure,  Drama",24
Ready Player One,2018,7.4,140,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Sherlock Holmes: A Game of Shadows,2011,7.4,129,Action," Adventure,  Mystery","Action  Adventure,  Mystery",62
Samâ uôzu,2009,7.4,114,Animation," Action,  Adventure","Animation  Action,  Adventure",42
Looper,2012,7.4,119,Action," Drama,  Sci-Fi","Action  Drama,  Sci-Fi",68
Mission: Impossible - Ghost Protocol,2011,7.4,132,Action, Thriller,Action  Thriller,48
Law Abiding Citizen,2009,7.4,109,Action," Crime,  Drama","Action  Crime,  Drama",5
Black Dynamite,2009,7.4,84,Action, Comedy,Action  Comedy,4
Wonder Woman,2017,7.4,141,Action," Adventure,  Fantasy","Action  Adventure,  Fantasy",16
L'ennemi public n°1,2008,7.4,133,Action," Biography,  Crime","Action  Biography,  Crime",121
A History of Violence,2005,7.4,96,Action," Crime,  Drama","Action  Crime,  Drama",5
Spider-Man 2,2004,7.4,127,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Open Range,2003,7.4,139,Action," Drama,  Romance","Action  Drama,  Romance",140
Master and Commander: The Far Side of the World,2003,7.4,138,Action," Adventure,  Drama","Action  Adventure,  Drama",24
X2,2003,7.4,134,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Spider-Man,2002,7.4,121,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
The Rock,1996,7.4,136,Action," Adventure,  Thriller","Action  Adventure,  Thriller",9
Thief,1981,7.4,123,Action," Crime,  Drama","Action  Crime,  Drama",5
Zui quan,1978,7.4,111,Action, Comedy,Action  Comedy,4
Superman,1978,7.4,143,Action," Adventure,  Sci-Fi","Action  Adventure,  Sci-Fi",160
Get Carter,1971,7.4,112,Action," Crime,  Thriller","Action  Crime,  Thriller",12
